id,college,state,district
392,Dr. B.V. RAJU INSTITUTE OF COMPUTER EDUCATION   ,Andhra Pradesh,West Godavari
393,Dr. C.S.N. DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
394,Dr. C S N Degree & PG College   ,Andhra Pradesh,West Godavari
395,Dr. C.S.N. Institute of Pharmacy   ,Andhra Pradesh,West Godavari
396,D.R.G. DEGREE COLLEGE FOR WOMEN   ,Andhra Pradesh,West Godavari
397,D.R.G.Govt.Degree College   ,Andhra Pradesh,West Godavari
398,Dr.K.V.R.D & S.G.J.V.S.Degree College   ,Andhra Pradesh,East Godavari
399,Dr. Maddigopalakrishna Reddy Degree College   ,Andhra Pradesh,West Godavari
400,Dr.R.B.R.V.R.N.Edl.Academy Mahila Degree College   ,Andhra Pradesh,East Godavari
401,Dr. SARVEPALLI RADHAKRISHNA DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
402,FLAIZ ADVENTIST COLLEGE   ,Andhra Pradesh,West Godavari
403,"Gayatri Degree College, Kadiam, E.G.Dist.   ",Andhra Pradesh,East Godavari
404,G.B.R.Degree College   ,Andhra Pradesh,East Godavari
405,G.K.R.V. Degree & P.G. College   ,Andhra Pradesh,East Godavari
406,G.K.R.V.M.Degree College   ,Andhra Pradesh,East Godavari
407,G.M.R. MEMORIAL V ,Andhra Pradesh,West Godavari
408,"Govt. College, Rajahmundry   ",Andhra Pradesh,East Godavari
409,GOVT. DEGREE COLLEGE BUTTAIGUDEM   ,Andhra Pradesh,West Godavari
410,GOVT. DEGREE COLLEGE CHINTALAPUDI   ,Andhra Pradesh,West Godavari
411,"Govt. Degree College, Eluru   ",Andhra Pradesh,West Godavari
412,"Govt.Degree College, Jaggampeta   ",Andhra Pradesh,East Godavari
413,"Govt. Degree College, Kommavarapukota   ",Andhra Pradesh,West Godavari
414,"Govt.Degree College, Mandapeta   ",Andhra Pradesh,East Godavari
415,"Govt.Degree College, Pithapuram   ",Andhra Pradesh,East Godavari
416,"Govt.Degree College, Rajahmundry   ",Andhra Pradesh,East Godavari
417,"Govt.Degree College, Rampachodavaram   ",Andhra Pradesh,East Godavari
418,"Govt.Degree College, Ravulapalem   ",Andhra Pradesh,East Godavari
419,"Govt.Degree College, Razole   ",Andhra Pradesh,East Godavari
420,"Govt.Degree College, Seethanagaram   ",Andhra Pradesh,East Godavari
421,"Govt.Degree College, Tuni   ",Andhra Pradesh,East Godavari
422,"Govt. Degree College, Yelleswaram   ",Andhra Pradesh,East Godavari
423,Grace Degree College   ,Andhra Pradesh,East Godavari
424,Harward College of Science & Technology   ,Andhra Pradesh,East Godavari
425,Harward Degree College   ,Andhra Pradesh,East Godavari
426,HIS Degree College   ,Andhra Pradesh,East Godavari
427, ,Andhra Pradesh,East Godavari
428,J.C.Degree College   ,Andhra Pradesh,East Godavari
429,K.A. & H.L. DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
430,K.G.R.L. COLLEGE   ,Andhra Pradesh,West Godavari
431,KGRL College  PG Courses)   ,Andhra Pradesh,West Godavari
432,K.P.R. & J.L. S ,Andhra Pradesh,West Godavari
433,K.S.N.R. DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
434,LAMP Degree College   ,Andhra Pradesh,East Godavari
435,LITTLE FLOWER DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
436,Little Rose Degree College   ,Andhra Pradesh,East Godavari
437,Ln.G.V.Rao Modern Degree College   ,Andhra Pradesh,East Godavari
438,LUTHERN DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
439,MAA COMMERCE & SCIENCE DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
440,Mahatma Gandhi Degree College   ,Andhra Pradesh,East Godavari
441,MATTREDDY DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
442,Minarva Degree College   ,Andhra Pradesh,East Godavari
443,Miriam College of Education   ,Andhra Pradesh,East Godavari
444,Miriam Degree College   ,Andhra Pradesh,East Godavari
445,Mohan Degree College   ,Andhra Pradesh,East Godavari
446,Montessori Degree College   ,Andhra Pradesh,West Godavari
447,"Mother College,  PG Courses)   ",Andhra Pradesh,East Godavari
448,Mother Degree College   ,Andhra Pradesh,East Godavari
449,M.S.N.Degree College   ,Andhra Pradesh,East Godavari
450,M.S.S.Degree College   ,Andhra Pradesh,East Godavari
451,M.V.N.J.S & R.V.R Degree College   ,Andhra Pradesh,East Godavari
452,N.G.R.Degree College   ,Andhra Pradesh,East Godavari
453,NOVA DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
454,N.S.Z. COLLEGE OF MUSIC AND DANCE   ,Andhra Pradesh,West Godavari
455,Padmasri Dr. B.V. Raju Institute of Computer Education   ,Andhra Pradesh,West Godavari
456,P.E.S.Degree College   ,Andhra Pradesh,East Godavari
457,"Pragathi Degree College, Kakinada, E.G.Dist.   ",Andhra Pradesh,East Godavari
458,Pragyna Degree college   ,Andhra Pradesh,East Godavari
459,PRAKASAM DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
460,"Pratibha Degree College, Kuyyeru v), Kajukuru M), E.G.Dist.   ",Andhra Pradesh,East Godavari
461,"P.R.Govt.Degree College, Kakinada   ",Andhra Pradesh,East Godavari
462,PRIYADARSHINI DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
463,P.S.N. Murthy Degree College   ,Andhra Pradesh,East Godavari
464,P.S.N.Murthy Degree College   ,Andhra Pradesh,East Godavari
465,P.V.E.S. DEGREE COLLEGE FOR WOMEN   ,Andhra Pradesh,West Godavari
466,P.V.R.Trust Degree College   ,Andhra Pradesh,East Godavari
467,Rajamahendri Degree College for Women   ,Andhra Pradesh,East Godavari
468,Rajiv Gandhi Degree College   ,Andhra Pradesh,East Godavari
469,RAJIV INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDY   ,Andhra Pradesh,West Godavari
470,Rankireddy Pattabhiramaiah Degree College   ,Andhra Pradesh,East Godavari
471,R.R.D.S. GOVT. DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
472,Samhitha Degree College   ,Andhra Pradesh,East Godavari
473,S.A.S. GOVT. DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
474,SASI DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
475,Sathabdhi Degree College   ,Andhra Pradesh,East Godavari
476,S.C.I.M.Govt.Degree College   ,Andhra Pradesh,West Godavari
477,S.D.V.R.R.Degree College   ,Andhra Pradesh,East Godavari
478,S ,Andhra Pradesh,East Godavari
479,S ,Andhra Pradesh,East Godavari
480,S ,Andhra Pradesh,East Godavari
481,S ,Andhra Pradesh,West Godavari
482,SIR C.R.R. COLLEGE   ,Andhra Pradesh,West Godavari
483,Sir CRR College for Women   ,Andhra Pradesh,West Godavari
484,SIR C.R.R. COLLEGE FOR WOMEN   ,Andhra Pradesh,West Godavari
485,S.K.B.R.Degree College   ,Andhra Pradesh,East Godavari
486,S.K.R.S. ORIENTAL COLLEGE   ,Andhra Pradesh,West Godavari
487,S.K.S.D. MAHILA KALASALA   ,Andhra Pradesh,West Godavari
488,S.K.V.R.R. DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
489,S.K.V.T.Degree College   ,Andhra Pradesh,East Godavari
490,S.M.B.T.A.V. & S.N. DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
491,Smt.Alluru Varahalamma Memorial Degree College   ,Andhra Pradesh,East Godavari
492,Smt.Basava Mangayamma Memorial Degree College   ,Andhra Pradesh,East Godavari
493,Smt.B.S.R.Degree College   ,Andhra Pradesh,East Godavari
494,"Smt.B.S.R.Degree College, Gokavaram   ",Andhra Pradesh,East Godavari
495,Smt.D.A.Degree College   ,Andhra Pradesh,East Godavari
496,Smt. GOTTUMUKKALA SARASWATHI DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
497,Smt.J.B.Degree College   ,Andhra Pradesh,East Godavari
498,Smt.K.R.College for Women   ,Andhra Pradesh,East Godavari
499,Smt.R.N.Memorial Degree College for Women   ,Andhra Pradesh,East Godavari
500,Smt.Sakunthala Devi Degree College   ,Andhra Pradesh,East Godavari
501,Smt. SKR Degree & PG College for  W)   ,Andhra Pradesh,East Godavari
502,Smt. Sumathi Memorial Degree College   ,Andhra Pradesh,East Godavari
503,S.N.M. Degree College   ,Andhra Pradesh,East Godavari
504,SPACES Degree College   ,Andhra Pradesh,East Godavari
505,S.P.V.S.Degree College   ,Andhra Pradesh,East Godavari
506,SREE MARUTHI DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
507,Sree S ,Andhra Pradesh,East Godavari
508,Sree V ,Andhra Pradesh,East Godavari
509,SRI ABN & PRR COLLEGE OF SCIENCE   ,Andhra Pradesh,West Godavari
510,SRI CHALAPATI DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
511,Sri Deepthi Mahila Degree College   ,Andhra Pradesh,East Godavari
512,"SRI GOWTHAMI DEGREE COLELGE, NARSAPUR, W.G.DIST   ",Andhra Pradesh,West Godavari
513,Sri Gowthami Degree College   ,Andhra Pradesh,West Godavari
514,"Sri Gowthami Degree College, Jinnuru V)   ",Andhra Pradesh,West Godavari
515,Sri Kadali Narayana Murthy Degree College   ,Andhra Pradesh,East Godavari
516,SRI KAKATIYA DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
517,SRI KARIBANDI SUBBARAO MEMORIAL DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
518,Sri Kolla Veera Swamy Degree College   ,Andhra Pradesh,East Godavari
519,SRI KRISHNA VENI DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
520,Sri N.S.N.Raju Degree College   ,Andhra Pradesh,East Godavari
521,Sri Padmavathi Mahila Degree College   ,Andhra Pradesh,East Godavari
522,Sri Raghavendra Degree College   ,Andhra Pradesh,East Godavari
523,SRI RAGHAVENDRA DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
524,Sri Raja Rajeswari Degre College   ,Andhra Pradesh,East Godavari
525,SRI RAMA DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
526,"SRI RAMA DEGREE COLLEGE, TANUKU   ",Andhra Pradesh,West Godavari
527,SRI RAMA KRISHNA DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
528,Sri Ravi Degree College   ,Andhra Pradesh,East Godavari
529,"SRI SAI DEGREE COLLEGE, LINGAPALEM   ",Andhra Pradesh,West Godavari
530,"SRI SAI DEGREE COLLEGE, TANUKU, W.G.DISTRICT   ",Andhra Pradesh,West Godavari
531,Sri Sai Madhavi Degree College   ,Andhra Pradesh,East Godavari
532,"Sri Sai Madhavi Degree College, Anaparthi   ",Andhra Pradesh,East Godavari
533,Sri Sai Santiniketan Degree College   ,Andhra Pradesh,East Godavari
534,Sri Shir ,Andhra Pradesh,East Godavari
535,SRI SRINIVASA DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
536,SRI SURYA DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
537,Sri Varupala Surya Rao Degree College   ,Andhra Pradesh,East Godavari
538,SRI VELAGAPUDI RAMAKRISHNA DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
539,Sri Venkatasai Degree College   ,Andhra Pradesh,East Godavari
540,Sri Venkateswara College of Arts & Science   ,Andhra Pradesh,East Godavari
541,Sri Venkateswara Degree Collge   ,Andhra Pradesh,West Godavari
542,SRI V ,Andhra Pradesh,West Godavari
543,SRI Y.N. COLLEGE   ,Andhra Pradesh,West Godavari
544,S.R.V.B.S.J.B.Maharani College   ,Andhra Pradesh,East Godavari
545,St. MARYS NIRMALA HRUDAYA MAHILA COLLEGE   ,Andhra Pradesh,West Godavari
546,St.Pauls Degree College   ,Andhra Pradesh,East Godavari
547,St. Vincent De-Paul College   ,Andhra Pradesh,West Godavari
548,St. VINCENT DE PAUL DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
549,SURYA DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
550,SURYA DEGREE COLLEGE FOR WOMEN   ,Andhra Pradesh,West Godavari
551,Suryaraya Degree College   ,Andhra Pradesh,East Godavari
552,"S.V. Degree Colelge, Bhimadole V&M), W.G.Dist.   ",Andhra Pradesh,West Godavari
553,S.V.D. GOVT. DEGREE COLLEGE FOR WOMEN   ,Andhra Pradesh,West Godavari
554,SVD&SGL College of Management & Technology  Formerly Samhitha College of Management & Technology   ,Andhra Pradesh,East Godavari
555,S.V.J.V. SANSKRIT COLLEGE   ,Andhra Pradesh,West Godavari
556,SVKP & Dr. K.S. Raju Arts &Science College   ,Andhra Pradesh,West Godavari
557,S.V.K.P. & Dr. K.S. RAJU ARTS & SCIENCE COLLEGE   ,Andhra Pradesh,West Godavari
558,S.V.R.K. DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
559,S.V.R.K. GOVT. DEGREE COLLEGE FOR MEN   ,Andhra Pradesh,West Godavari
560,SVS Degree College   ,Andhra Pradesh,East Godavari
561,S.V.S.S. ARTS & SCIENCE COLLEGE   ,Andhra Pradesh,West Godavari
562,S.V.V.S.S.Devasthanam Degree College   ,Andhra Pradesh,East Godavari
563,The Amalapuram Degree College   ,Andhra Pradesh,East Godavari
564,TRIVENI DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
565,"University College of Arts, Commerce and Science   ",Andhra Pradesh,East Godavari
566,Velangi Degree College   ,Andhra Pradesh,East Godavari
567,Vignan Institute of Science & Arts   ,Andhra Pradesh,East Godavari
568,VIJNANA NILAYAM DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
569,VIKAS DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
570,Vinuthna Degree College   ,Andhra Pradesh,East Godavari
571,V.K.V.Govt.Degree College   ,Andhra Pradesh,East Godavari
572,V.S.K. DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
573,V.S.Lakshmi Degree College for Women   ,Andhra Pradesh,East Godavari
574,VSL Degree College   ,Andhra Pradesh,East Godavari
575,V.S.M.College   ,Andhra Pradesh,East Godavari
576,V.S.R.Rural Degree College   ,Andhra Pradesh,East Godavari
577,V.V. GIRI GOVT. KALASALA   ,Andhra Pradesh,West Godavari
578,"V.V.S. Degree College, U.Kothapalli   ",Andhra Pradesh,East Godavari
579,Y.R.College of Arts & Science & Tech   ,Andhra Pradesh,East Godavari
580,YSR & BS DEGREE COLLEGE   ,Andhra Pradesh,West Godavari
581,AES INSTITUTE OF COMPUTER STUDIES   ,Gujarat,Ahmadabad
582,B.K. MAJUMDAR INSTITUTE OF BUSINESS ADMINISTRATION   ,Gujarat,Ahmadabad
583,H. L. INSTITUTE OF COMMERCE   ,Gujarat,Ahmadabad
584,H.L. INSTITUTE OF COMPUTER APPLICATIONS   ,Gujarat,Ahmadabad
585,"INSTITUTE OF INFORMATION AND COMMUNICATION TECHNOLOGY, AHMEDABAD   ",Gujarat,Ahmadabad
586,"INSTITUTE OF LIFE SCIENCE, AHMEDABAD   ",Gujarat,Ahmadabad
587,POST GRADUATE INSTITUTE OF MANAGEMENT - AMRUT MODY SCHOOL OF MANAGEMENT   ,Gujarat,Ahmadabad
588,"Alagappa Government Arts College, Karaikudi   ",Tamil Nadu,Sivaganga
589,ALAGAPPA UNIVERSITY CONSTITUENT COLLEGE   ,Tamil Nadu,Ramanathapuram
590,"ALAGAPPA UNIVERSITY EVENING COLLEGE, PARAMAKKUDI   ",Tamil Nadu,Ramanathapuram
591,"ALAGAPPA UNIVERSITY EVENING COLLEGE, RAMANATHAPURAM   ",Tamil Nadu,Ramanathapuram
592,"ALAGAPPA UNIVERSITY EVENING COLLEGE, RAMESWARAM   ",Tamil Nadu,Ramanathapuram
593,"ALAGAPPA UNIVERSITY EVENING COLLEGE, THIRUPPUVANAM   ",Tamil Nadu,Ramanathapuram
594,"ALAGAPPA UNIVERSITY EVENING COLLEGE, THONDI   ",Tamil Nadu,Ramanathapuram
595,"Ananda College, Devakottai   ",Tamil Nadu,Sivaganga
596,"Arumugam Pillai Seethaiammal College, Tiruppathur   ",Tamil Nadu,Sivaganga
597,"Caussanel College of Arts and Science, Muthuppettai   ",Tamil Nadu,Ramanathapuram
598,"Dr. Umayal Ramanathan College for Women, Karaikudi   ",Tamil Nadu,Sivaganga
599,"Dr.Zakir Hussain College, Ilayangudi   ",Tamil Nadu,Ramanathapuram
600,"Government Arts College for Women, Ramanathapuram   ",Tamil Nadu,Ramanathapuram
601,"Government Arts College for Women, Sivaganga   ",Tamil Nadu,Sivaganga
602,"Government Arts College, Paramakudi   ",Tamil Nadu,Ramanathapuram
603, ,Tamil Nadu,Sivaganga
604,"Madurai Sivakasi Nadar Pioneer Meenaksmi Women college, Poovanthi   ",Tamil Nadu,Sivaganga
605,"Matha College of Arts and Science, Manamadurai   ",Tamil Nadu,Sivaganga
606,"PMT Memorial college, Kamuthi   ",Tamil Nadu,Ramanathapuram
607,"Raja Doraisingam Government Arts College, Sivaganga   ",Tamil Nadu,Sivaganga
608,"Ramasamy Tamil College, Karaikudi   ",Tamil Nadu,Sivaganga
609,"Seethalakshmi Achi College for Women, Pallathur   ",Tamil Nadu,Sivaganga
610,"Sethupathi Govt. Arts College, Ramanathapuram   ",Tamil Nadu,Ramanathapuram
611,"Sonai Meenal Arts and Science College, Mudukulathur   ",Tamil Nadu,Ramanathapuram
612,"Sree Sevugan Annamalai College, Devakottai   ",Tamil Nadu,Sivaganga
613,"Sri Sarada Niketan college for Women, Amaravathipudur   ",Tamil Nadu,Sivaganga
614,"Syed Ammal College of Arts and Science, Ramanathapuram   ",Tamil Nadu,Ramanathapuram
615,"Syed Hameedha Arabic College, Kilakarai   ",Tamil Nadu,Ramanathapuram
616,"Syed Hameetha Arts and Science College, Kilakarai   ",Tamil Nadu,Ramanathapuram
617,"The Thassim Beevi Abdul Kadar College for Women, Kilakarai   ",Tamil Nadu,Ramanathapuram
618,THIAGI THARMAKKAN AMIRTHAM COLLEGE OF ARTS AND SCIENCE   ,Tamil Nadu,Ramanathapuram
619,"VSS Government Arts College, Poolankurichi   ",Tamil Nadu,Sivaganga
620,Batna J.M.O. Senior Madrasah   ,West Bengal,Maldah
621,Beldanga D.H. Senior Madrasah   ,West Bengal,Murshidabad
622,Furfura Fatehia Senior Madrasah   ,West Bengal,Hugli
623,AMU MALLAPURAM CENTRE   ,Kerala,Malappuram
624,AMU MURSH ,West Bengal,Murshidabad
625,WOMEN' S COLLEGE   ,Uttar Pradesh,Aligarh
626,"Amrita Centre for Nanomedical Sciences, Kochi   ",Kerala,Ernakulam
627,"Amrita College of Nursing, Kochi   ",Kerala,Ernakulam
628,"Amrita School of Arts and Sciences, Amritapuri, Kollam   ",Kerala,Kollam
629,"Amrita School of Arts and Sciences, Kochi   ",Kerala,Ernakulam
630,"Amrita School of Arts and Sciences, Mysore   ",Karnataka,Mysore
631,"Amrita School of Ayurveda, Amritapuri, Kollam   ",Kerala,Kollam
632,"Amrita School of Biotechnology, Amritapuri, Kollam   ",Kerala,Kollam
633,"Amrita School of Business, Coimbatore   ",Tamil Nadu,Coimbatore
634,"Amrita School of Dentistry, Kochi   ",Kerala,Ernakulam
635,"Amrita School of Education, Mysore   ",Karnataka,Mysore
636,"Amrita School of Engineering, Amritapuri, Kollam   ",Kerala,Kollam
637,"Amrita School of Engineering, Bangalore   ",Karnataka,Bangalore Rural
638,"Amrita School of Engineering, Coimbatore   ",Tamil Nadu,Coimbatore
639,"Amrita School of Medicine, Kochi   ",Kerala,Ernakulam
640,"Amrita School of Pharmacy, Kochi   ",Kerala,Ernakulam
641,"Department of Communication, Coimbatore   ",Tamil Nadu,Coimbatore
642,"Department of Management, Amritapuri, Kollam   ",Kerala,Kollam
643,"Department of Management, Bangalore   ",Karnataka,Bangalore Rural
644,"Department of Management, Kochi   ",Kerala,Ernakulam
645,"Department of Social Work, Coimbatore   ",Tamil Nadu,Coimbatore
646,"B.A.College of Agricultural , Anand   ",Gujarat,Anand
647,"College of Agricultural Engineering & Technology, Godhra   ",Gujarat,Panch Mahals
648,"College of Agricultural Information Technology , Anand   ",Gujarat,Anand
649,"College of Food Processing & Bio Energy , Anand   ",Gujarat,Anand
650,"College of Veterinary Science & Animal Husbandry, Anand   ",Gujarat,Anand
651,"International Agri-Business Management Institute , Anand   ",Gujarat,Anand
652,"Polytechnic in Agricultural Engineering, Dahod   ",Gujarat,Dohad
653,"Polytechnic in Agriculture, Vaso   ",Gujarat,Kheda
654,"Polytechnic in Food Science and Home Economics , Anand   ",Gujarat,Anand
655,"Sheth D.M.Polytehnic in Horticulture, Vadodara   ",Gujarat,Vadodara
656,"Sheth M.C.College of Dairy Science, Anand   ",Gujarat,Anand
657,"Sheth M.C.Polytehnic in Agriculture , Anand   ",Gujarat,Anand
658,ABM Degree College   ,Andhra Pradesh,Visakhapatnam
659,Academy of Yoga Consciousness   ,Andhra Pradesh,Visakhapatnam
660,ACTS Degree College  Ambedkar College of Tech. & Sci.)   ,Andhra Pradesh,Visakhapatnam
661,"Aditya Degree College, Gopalapatnam, Visakhapatnam   ",Andhra Pradesh,Visakhapatnam
662,"Aditya Degree College, Near RTC Complex, Vsp   ",Andhra Pradesh,Visakhapatnam
663,"Aditya Degree College, Vizianagaram   ",Andhra Pradesh,Vizianagaram
664,A.G.L.Degree College   ,Andhra Pradesh,Visakhapatnam
665,Allam Gurumurthy Lakshmibai Memorial College   ,Andhra Pradesh,Vizianagaram
666,All Saints Christian Law College   ,Andhra Pradesh,Visakhapatnam
667,All Saints P.G. College   ,Andhra Pradesh,Visakhapatnam
668,"A.M.A.L. Degree College, Anakapalle   ",Andhra Pradesh,Visakhapatnam
669,A.M.G. College of Education for Women   ,Andhra Pradesh,Visakhapatnam
670,Anakapalle Merchants Association Konathala Subrahmanyam & Imm ,Andhra Pradesh,Visakhapatnam
671,Anil Neerukonda Institute Of Technology & Sciences   ,Andhra Pradesh,Visakhapatnam
672,A.Q.J. Centre for P.G. Studies   ,Andhra Pradesh,Visakhapatnam
673,A.Q.J. College Of Pharmacy   ,Andhra Pradesh,Visakhapatnam
674,A.Q.J. Degree College   ,Andhra Pradesh,Visakhapatnam
675,Atchuta Degree College   ,Andhra Pradesh,Visakhapatnam
676,"A.U.Campus, T.P.Gudem   ",Andhra Pradesh,Visakhapatnam
677,"A.U.Campus, Vzm   ",Andhra Pradesh,Visakhapatnam
678,"A.U.M.S.N.P.G.Centre, KKD   ",Andhra Pradesh,Visakhapatnam
679,"Avanthi Degree College, Vsp   ",Andhra Pradesh,Visakhapatnam
680,Balasu Rama Rao Degree College   ,Andhra Pradesh,Visakhapatnam
681,Benaiah Christian College of Education   ,Andhra Pradesh,East Godavari
682,Berith Degree College   ,Andhra Pradesh,Visakhapatnam
683,BEST College of Education   ,Andhra Pradesh,West Godavari
684,Bhaskara Degree College   ,Andhra Pradesh,Vizianagaram
685,Bhaskara Institute Of Pharmacy   ,Andhra Pradesh,Vizianagaram
686,Bhavani College Of Education   ,Andhra Pradesh,Vizianagaram
687,Bhavani PG College for MBA   ,Andhra Pradesh,Vizianagaram
688,"B.R.College of Education, Narsipatnam, Visakhapatnam   ",Andhra Pradesh,Visakhapatnam
689,BSNM College of Education   ,Andhra Pradesh,Vizianagaram
